Salary,Year,Player,Pos,Age,Team,Championship Wins,RunnerUp Count,TRB,AST,STL,BLK,TOV,PF,PER,FG%,3P%,FTA,FT%,PTS,Championship Appearance Y/N
800000,2001,Don MacLean,SF,31,Miami Heat,0.0,0.0,18.0,4,5.0,1.0,10.0,9,16.3,0.5,1.0,12,0.75,31,0.0
900000,2001,Antonio Harvey,PF,30,Portland Trail Blazers,0.0,0.0,14.0,4,1.0,6.0,3.0,10,17.0,0.46399999999999997,0.0,6,0.833,31,0.0
600000,2001,Will Perdue,C,35,Portland Trail Blazers,0.0,0.0,18.0,2,3.0,2.0,0.0,8,18.5,0.667,0.0,4,0.5,14,0.0
5500000,2002,Popeye Jones,PF,31,Washington Wizards,0.0,0.0,578.0,127,50.0,19.0,88.0,209,14.4,0.43700000000000006,0.364,130,0.815,554,0.0
700000,2002,Grant Long,PF,35,Memphis Grizzlies,0.0,0.0,231.0,136,63.0,12.0,103.0,123,7.7,0.426,0.17600000000000002,123,0.6990000000000001,417,0.0
1400000,2002,George McCloud,SF,34,Denver Nuggets,0.0,0.0,251.0,204,58.0,19.0,144.0,175,9.8,0.358,0.27,163,0.81,604,0.0
2300000,2002,LaPhonso Ellis,SF,31,Miami Heat,0.0,0.0,287.0,56,30.0,37.0,73.0,196,9.1,0.418,0.306,84,0.631,469,0.0
700000,2002,Chris Childs,PG,34,Toronto Raptors,0.0,0.0,154.0,351,56.0,5.0,123.0,177,8.8,0.32799999999999996,0.275,71,0.8170000000000001,285,0.0
3800000,2002,Tyrone Nesby,SF,26,Washington Wizards,0.0,0.0,318.0,91,61.0,22.0,49.0,164,13.1,0.435,0.27699999999999997,93,0.688,443,0.0
3900000,2002,Hakeem Olajuwon,C,39,Toronto Raptors,0.0,0.0,366.0,66,74.0,90.0,98.0,147,14.4,0.46399999999999997,0.0,84,0.56,435,0.0
1000000,2002,Jahidi White,C,25,Washington Wizards,0.0,0.0,444.0,17,25.0,75.0,65.0,163,14.9,0.5379999999999999,0.0,154,0.539,383,0.0
5300000,2002,Terry Porter,PG,38,San Antonio Spurs,0.0,0.0,164.0,205,45.0,16.0,85.0,89,13.9,0.424,0.415,83,0.8190000000000001,399,0.0
1700000,2002,Hubert Davis,SG,31,Washington Wizards,0.0,0.0,77.0,107,28.0,3.0,44.0,58,10.7,0.44799999999999995,0.452,21,0.762,365,0.0
600000,2002,Avery Johnson,PG,36,Dallas Mavericks,0.0,0.0,5.0,28,5.0,1.0,9.0,17,11.8,0.429,0.0,17,0.706,54,0.0
3000000,2002,Dan Majerle,SG,36,Phoenix Suns,0.0,0.0,176.0,90,48.0,15.0,35.0,104,10.3,0.34299999999999997,0.336,39,0.59,300,0.0
4800000,2002,Charles Smith,SG,26,San Antonio Spurs,0.0,0.0,133.0,80,52.0,44.0,59.0,114,13.2,0.425,0.267,65,0.6459999999999999,441,0.0
900000,2002,Oscar Torres,SG,25,Houston Rockets,0.0,0.0,122.0,40,25.0,9.0,49.0,64,11.4,0.396,0.294,105,0.7809999999999999,389,0.0
800000,2002,Art Long,PF,29,Seattle Supersonics,0.0,0.0,251.0,41,22.0,28.0,63.0,180,10.7,0.49200000000000005,0.0,85,0.529,285,0.0
11800000,2002,Terrell Brandon,PG,31,Minnesota Timberwolves,0.0,0.0,93.0,264,52.0,6.0,43.0,49,21.2,0.425,0.174,84,0.988,397,0.0
600000,2002,Greg Anthony,PG,34,Milwaukee Bucks,0.0,0.0,44.0,79,28.0,1.0,36.0,42,10.0,0.37200000000000005,0.26,21,0.619,172,0.0
700000,2002,Dell Curry,SG,37,Toronto Raptors,0.0,0.0,81.0,61,22.0,6.0,41.0,50,12.0,0.406,0.344,37,0.892,360,0.0
1500000,2002,John Crotty,PG,32,Utah Jazz,0.0,0.0,75.0,141,19.0,1.0,51.0,77,14.5,0.47100000000000003,0.449,66,0.8640000000000001,284,0.0
3300000,2002,Derrick McKey,SF,35,Philadelphia 76ers,0.0,0.0,127.0,45,41.0,4.0,22.0,90,8.8,0.426,0.41700000000000004,14,0.7140000000000001,119,0.0
900000,2002,Emanual Davis,PG,33,Atlanta Hawks,0.0,0.0,74.0,68,27.0,5.0,52.0,68,6.5,0.354,0.341,18,0.889,185,0.0
800000,2002,Bryce Drew,PG,27,Charlotte Hornets,0.0,0.0,72.0,101,32.0,2.0,33.0,49,12.4,0.429,0.425,29,0.7929999999999999,210,0.0
1300000,2002,Johnny Newman,SF,38,Dallas Mavericks,0.0,0.0,49.0,14,29.0,4.0,21.0,88,8.3,0.45299999999999996,0.386,58,0.7240000000000001,198,0.0
800000,2002,Don Reid,PF,28,Orlando Magic,0.0,0.0,176.0,27,20.0,44.0,54.0,180,10.1,0.474,0.0,68,0.647,224,0.0
700000,2002,Mitch Richmond,SG,36,Los Angeles Lakers,1.0,0.0,94.0,57,18.0,6.0,40.0,61,10.7,0.405,0.29,44,0.955,260,1.0
700000,2002,Bryant Stith,SG,31,Cleveland Cavaliers,0.0,0.0,85.0,42,29.0,6.0,30.0,42,11.1,0.37200000000000005,0.353,52,0.846,208,0.0
700000,2002,Jud Buechler,SF,33,Orlando Magic,0.0,0.0,108.0,29,20.0,8.0,14.0,46,8.0,0.375,0.35200000000000004,4,0.5,105,0.0
800000,2002,Wang Zhizhi,C,24,Dallas Mavericks,0.0,0.0,111.0,22,11.0,18.0,25.0,84,16.1,0.44,0.414,57,0.737,308,0.0
600000,2002,Dana Barros,PG,34,Detroit Pistons,0.0,0.0,57.0,78,14.0,2.0,33.0,37,10.5,0.385,0.33799999999999997,27,0.778,193,0.0
700000,2002,Rusty LaRue,PG,28,Utah Jazz,0.0,0.0,49.0,71,17.0,7.0,43.0,58,10.0,0.395,0.34,35,0.857,193,0.0
800000,2002,Quincy Lewis,SG,24,Utah Jazz,0.0,0.0,43.0,36,23.0,9.0,32.0,89,7.0,0.44799999999999995,0.16699999999999998,20,0.65,144,0.0
700000,2002,Tracy Murray,SF,30,Toronto Raptors,0.0,0.0,53.0,19,11.0,8.0,25.0,38,13.6,0.41100000000000003,0.385,21,0.81,227,0.0
700000,2002,Erick Barkley,PG,23,Portland Trail Blazers,0.0,0.0,18.0,34,17.0,1.0,12.0,29,9.8,0.353,0.14300000000000002,10,0.9,58,0.0
800000,2002,Mark Bryant,PF,36,San Antonio Spurs,0.0,0.0,44.0,10,7.0,2.0,6.0,38,11.5,0.455,0.0,8,0.75,56,0.0
700000,2002,Randy Livingston,PG,26,Seattle Supersonics,0.0,0.0,25.0,26,9.0,2.0,2.0,11,12.0,0.278,0.125,11,0.909,41,0.0
800000,2002,Harold Jamison,PF,25,Los Angeles Clippers,0.0,0.0,39.0,6,5.0,1.0,6.0,23,13.9,0.512,0.0,15,0.667,54,0.0
900000,2002,Carlos Rogers,C,30,Indiana Pacers,0.0,0.0,38.0,3,5.0,6.0,5.0,17,15.3,0.5579999999999999,0.16699999999999998,19,0.526,59,0.0
900000,2002,Jaren Jackson,SG,34,Orlando Magic,0.0,0.0,17.0,8,5.0,0.0,8.0,13,7.2,0.405,0.35,4,0.5,39,0.0
700000,2002,Joe Crispin,PG,22,Phoenix Suns,1.0,0.0,10.0,24,4.0,0.0,9.0,8,19.6,0.41100000000000003,0.429,8,1.0,69,1.0
1000000,2002,Tang Hamilton,SF,23,Miami Heat,0.0,0.0,18.0,5,4.0,0.0,2.0,10,10.9,0.526,0.0,1,0.0,20,0.0
700000,2002,Mike Penberthy,PG,27,Los Angeles Lakers,1.0,0.0,2.0,2,2.0,0.0,0.0,0,31.3,0.5,0.0,4,0.75,5,1.0
11300000,2003,Michael Jordan,SF,39,Washington Wizards,0.0,0.0,497.0,311,123.0,39.0,173.0,171,19.3,0.445,0.29100000000000004,324,0.821,1640,0.0
11300000,2003,John Stockton,PG,40,Utah Jazz,0.0,0.0,201.0,629,137.0,16.0,182.0,184,21.0,0.483,0.363,287,0.826,884,0.0
5400000,2003,Anthony Mason,C,36,Milwaukee Bucks,0.0,0.0,416.0,209,32.0,12.0,79.0,147,11.3,0.486,0.0,117,0.718,466,0.0
1000000,2003,Predrag Drobnjak,C,27,Seattle Supersonics,0.0,0.0,320.0,86,48.0,38.0,65.0,180,12.5,0.41200000000000003,0.353,115,0.7909999999999999,771,0.0
1400000,2003,Jay Williams,PG,21,Chicago Bulls,0.0,0.0,195.0,350,86.0,17.0,171.0,179,12.2,0.39899999999999997,0.322,161,0.64,714,0.0
7600000,2003,Keon Clark,C,27,Sacramento Kings,0.0,0.0,451.0,80,38.0,150.0,94.0,227,13.9,0.501,0.0,128,0.6559999999999999,536,0.0
11600000,2003,David Robinson,C,37,San Antonio Spurs,1.0,0.0,508.0,61,52.0,111.0,83.0,126,17.8,0.469,0.0,214,0.71,546,1.0
600000,2003,Shawn Kemp,C,33,Orlando Magic,0.0,0.0,451.0,55,66.0,33.0,102.0,239,11.7,0.418,0.0,155,0.742,537,0.0
700000,2003,Donnell Harvey,SF,22,Denver Nuggets,0.0,0.0,409.0,100,48.0,27.0,123.0,203,12.5,0.446,0.14300000000000002,176,0.67,611,0.0
3400000,2003,Glen Rice,SF,35,Houston Rockets,0.0,0.0,154.0,65,23.0,5.0,55.0,99,11.9,0.429,0.39799999999999996,83,0.759,556,0.0
1700000,2003,J.R. Bremer,PG,22,Boston Celtics,0.0,0.0,145.0,164,38.0,3.0,59.0,80,12.7,0.369,0.353,111,0.7659999999999999,528,0.0
700000,2003,Mark Jackson,PG,37,Utah Jazz,0.0,0.0,176.0,375,48.0,3.0,152.0,90,12.2,0.39799999999999996,0.284,80,0.763,382,0.0
800000,2003,Dajuan Wagner,SG,19,Cleveland Cavaliers,0.0,0.0,82.0,130,38.0,7.0,85.0,107,10.9,0.369,0.316,160,0.8,629,0.0
800000,2003,Vincent Yarbrough,SG,21,Denver Nuggets,0.0,0.0,162.0,130,57.0,33.0,81.0,145,9.5,0.39299999999999996,0.26899999999999996,62,0.79,406,0.0
1000000,2003,Jelani McCoy,C,25,Toronto Raptors,0.0,0.0,355.0,43,28.0,60.0,96.0,162,12.4,0.491,0.0,126,0.5479999999999999,457,0.0
800000,2003,Courtney Alexander,PG,25,New Orleans Hornets,0.0,0.0,118.0,79,31.0,6.0,68.0,125,9.3,0.382,0.33299999999999996,146,0.8079999999999999,523,0.0
600000,2003,Sean Rooks,C,33,Los Angeles Clippers,0.0,0.0,216.0,69,34.0,44.0,66.0,174,7.7,0.42100000000000004,0.0,58,0.81,297,0.0
600000,2003,Michael Bradley,PF,23,Toronto Raptors,0.0,0.0,409.0,67,16.0,32.0,76.0,125,12.8,0.48100000000000004,0.16699999999999998,67,0.522,338,0.0
800000,2003,Mike Batiste,PF,25,Memphis Grizzlies,0.0,0.0,257.0,52,42.0,16.0,69.0,120,12.2,0.42200000000000004,0.222,88,0.784,481,0.0
1000000,2003,Samaki Walker,C,26,Los Angeles Lakers,0.0,0.0,368.0,64,20.0,55.0,56.0,143,11.6,0.42,0.0,101,0.653,296,0.0
9600000,2003,Arvydas Sabonis,C,38,Portland Trail Blazers,0.0,0.0,335.0,142,61.0,49.0,75.0,141,20.5,0.47600000000000003,0.5,164,0.787,476,0.0
5100000,2003,Walt Williams,SF,32,Dallas Mavericks,0.0,0.0,207.0,59,42.0,26.0,35.0,141,11.7,0.39299999999999996,0.374,50,0.62,363,0.0
600000,2003,Jeryl Sasser,SG,23,Orlando Magic,0.0,0.0,184.0,65,45.0,12.0,39.0,91,8.3,0.309,0.295,78,0.679,194,0.0
1100000,2003,Steve Kerr,PG,37,San Antonio Spurs,1.0,0.0,60.0,70,27.0,3.0,35.0,49,11.4,0.43,0.395,34,0.882,299,1.0
700000,2003,Brian Shaw,PG,36,Los Angeles Lakers,0.0,0.0,119.0,103,32.0,13.0,54.0,62,10.2,0.387,0.349,15,0.667,250,0.0
900000,2003,Jason Caffey,PF,29,Milwaukee Bucks,0.0,0.0,176.0,38,19.0,15.0,56.0,122,10.5,0.456,0.0,106,0.6509999999999999,295,0.0
900000,2003,Tyrone Hill,PF,34,Philadelphia 76ers,0.0,0.0,124.0,9,15.0,7.0,16.0,68,9.3,0.40399999999999997,0.0,35,0.6,109,0.0
1500000,2003,Todd MacCulloch,C,27,Philadelphia 76ers,0.0,0.0,196.0,20,19.0,32.0,35.0,107,14.9,0.517,0.0,79,0.6709999999999999,299,0.0
700000,2003,Chris Whitney,PG,31,Orlando Magic,0.0,0.0,21.0,21,12.0,1.0,16.0,15,6.7,0.341,0.19399999999999998,12,0.917,78,0.0
700000,2003,Juaquin Hawkins,SG,29,Houston Rockets,0.0,0.0,78.0,47,29.0,6.0,29.0,57,7.3,0.385,0.41700000000000004,20,0.5,134,0.0
1300000,2003,Cherokee Parks,PF,30,Los Angeles Clippers,0.0,0.0,132.0,21,16.0,20.0,18.0,52,13.3,0.503,0.5,38,0.605,188,0.0
900000,2003,Jerome Moiso,C,24,New Orleans Hornets,0.0,0.0,178.0,22,19.0,44.0,46.0,87,14.5,0.52,0.0,41,0.659,205,0.0
600000,2003,Terence Morris,SF,24,Houston Rockets,0.0,0.0,128.0,25,8.0,17.0,29.0,35,11.9,0.466,0.21899999999999997,14,0.7859999999999999,182,0.0
900000,2003,Danny Ferry,SF,36,San Antonio Spurs,1.0,0.0,75.0,21,7.0,9.0,27.0,55,5.1,0.355,0.35,13,0.769,119,1.0
700000,2003,Charles Oakley,C,39,Washington Wizards,0.0,0.0,107.0,40,13.0,6.0,21.0,90,8.3,0.418,0.0,34,0.8240000000000001,74,0.0
700000,2003,Robert Pack,PG,33,New Orleans Hornets,0.0,0.0,51.0,81,25.0,0.0,40.0,35,13.3,0.40299999999999997,0.0,55,0.745,145,0.0
1000000,2003,Mamadou N'Diaye,C,27,Toronto Raptors,0.0,0.0,82.0,7,8.0,32.0,21.0,58,13.5,0.44799999999999995,0.0,47,0.723,120,0.0
700000,2003,Monty Williams,SF,31,Philadelphia 76ers,0.0,0.0,45.0,26,12.0,5.0,17.0,33,12.5,0.425,0.0,32,0.75,92,0.0
800000,2003,Chris Mills,PF,33,Golden State Warriors,0.0,0.0,50.0,22,7.0,3.0,10.0,29,12.7,0.368,0.28,18,0.889,101,0.0
900000,2003,Lawrence Funderburke,PF,32,Sacramento Kings,0.0,0.0,55.0,8,1.0,11.0,6.0,25,11.8,0.444,0.0,17,0.588,74,0.0
1700000,2003,Tariq Abdul-Wahad,SG,28,Dallas Mavericks,0.0,0.0,40.0,21,6.0,3.0,7.0,26,12.4,0.466,0.0,6,0.5,57,0.0
1300000,2003,Evan Eschmeyer,C,27,Dallas Mavericks,0.0,0.0,29.0,6,10.0,7.0,6.0,35,7.4,0.368,0.0,4,0.75,17,0.0
800000,2003,Danny Manning,PF,36,Detroit Pistons,0.0,0.0,18.0,7,9.0,3.0,7.0,11,17.9,0.406,0.375,6,0.833,34,0.0
10400000,2004,Vlade Divac,C,35,Sacramento Kings,0.0,0.0,463.0,432,57.0,77.0,173.0,222,16.3,0.47,0.154,260,0.654,800,0.0
2700000,2004,Calbert Cheaney,SF,32,Golden State Warriors,0.0,0.0,260.0,136,60.0,12.0,85.0,184,10.6,0.48100000000000004,0.0,77,0.61,603,0.0
2100000,2004,Alvin Williams,SG,29,Toronto Raptors,0.0,0.0,150.0,224,55.0,10.0,78.0,114,11.4,0.405,0.292,85,0.7759999999999999,494,0.0
1800000,2004,Stanislav Medvedenko,PF,24,Los Angeles Lakers,0.0,1.0,343.0,57,38.0,18.0,59.0,191,13.6,0.441,0.0,116,0.767,563,1.0
13900000,2004,Karl Malone,PF,40,Los Angeles Lakers,0.0,1.0,367.0,163,50.0,20.0,103.0,116,17.8,0.483,0.0,225,0.747,554,1.0
800000,2004,Andrew DeClercq,C,30,Orlando Magic,0.0,0.0,317.0,44,47.0,32.0,54.0,217,10.6,0.47700000000000004,0.0,54,0.815,230,0.0
1000000,2004,Chris Crawford,PF,28,Atlanta Hawks,0.0,0.0,175.0,45,37.0,20.0,55.0,131,15.8,0.44799999999999995,0.389,119,0.866,569,0.0
2800000,2004,Horace Grant,PF,38,Los Angeles Lakers,0.0,1.0,233.0,71,24.0,21.0,29.0,70,10.6,0.41100000000000003,0.0,54,0.722,223,1.0
800000,2004,Gary Trent,C,29,Minnesota Timberwolves,0.0,0.0,216.0,49,12.0,17.0,54.0,129,12.9,0.473,0.0,91,0.758,379,0.0
800000,2004,Eddie Robinson,SF,27,Chicago Bulls,0.0,0.0,104.0,58,33.0,10.0,45.0,57,11.0,0.48200000000000004,0.2,43,0.6509999999999999,343,0.0
600000,2004,Vin Baker,PF,32,New York Knicks,0.0,0.0,70.0,12,7.0,9.0,25.0,62,10.5,0.40399999999999997,0.5,45,0.711,113,0.0
1000000,2004,Rod Strickland,PG,37,Toronto Raptors,0.0,0.0,37.0,59,8.0,4.0,18.0,17,11.8,0.33299999999999996,0.0,22,0.682,71,0.0
1500000,2004,Kenny Anderson,PG,33,Indiana Pacers,0.0,0.0,81.0,125,26.0,5.0,50.0,73,11.1,0.441,0.25,48,0.7290000000000001,262,0.0
1100000,2004,Elden Campbell,C,35,Detroit Pistons,1.0,0.0,209.0,45,21.0,50.0,63.0,137,13.8,0.439,0.0,124,0.685,361,1.0
2300000,2004,Rick Fox,SF,34,Los Angeles Lakers,0.0,1.0,102.0,98,29.0,4.0,48.0,99,8.0,0.392,0.24600000000000002,30,0.733,183,1.0
1400000,2004,Derrick Coleman,C,36,Philadelphia 76ers,0.0,0.0,192.0,46,23.0,26.0,57.0,79,11.6,0.413,0.222,65,0.754,271,0.0
600000,2004,Corie Blount,C,35,Toronto Raptors,0.0,0.0,69.0,10,11.0,5.0,8.0,49,6.9,0.38299999999999995,0.0,3,0.667,38,0.0
700000,2004,Howard Eisley,PG,31,Phoenix Suns,0.0,0.0,63.0,117,26.0,2.0,48.0,52,11.2,0.345,0.308,53,0.83,240,0.0
2400000,2004,Jamal Mashburn,SF,31,New Orleans Hornets,0.0,0.0,117.0,47,14.0,5.0,37.0,42,14.7,0.392,0.284,80,0.813,396,0.0
700000,2004,Daniel Santiago,C,27,Milwaukee Bucks,0.0,0.0,132.0,24,19.0,21.0,32.0,98,11.2,0.479,0.0,90,0.6779999999999999,217,0.0
700000,2004,Ansu Sesay,SF,27,Seattle Supersonics,0.0,0.0,92.0,19,19.0,20.0,23.0,66,13.0,0.455,0.28600000000000003,46,0.696,200,0.0
1100000,2004,Erick Strickland,PG,30,Milwaukee Bucks,0.0,0.0,71.0,90,26.0,2.0,54.0,63,14.0,0.40299999999999997,0.439,51,0.863,231,0.0
1200000,2004,Kedrick Brown,SF,22,Cleveland Cavaliers,0.0,0.0,78.0,39,13.0,5.0,17.0,42,13.0,0.465,0.38799999999999996,14,0.643,179,0.0
900000,2004,Jason Collier,C,26,Atlanta Hawks,0.0,0.0,111.0,17,11.0,11.0,31.0,71,14.6,0.479,0.25,85,0.7879999999999999,226,0.0
900000,2004,Ron Mercer,SG,27,San Antonio Spurs,0.0,0.0,49.0,22,14.0,5.0,26.0,37,9.3,0.42700000000000005,0.28600000000000003,17,0.765,195,0.0
2900000,2004,Oliver Miller,C,33,Minnesota Timberwolves,0.0,0.0,130.0,36,19.0,26.0,33.0,91,12.9,0.53,0.0,23,0.652,121,0.0
700000,2004,Darvin Ham,SF,30,Detroit Pistons,1.0,0.0,93.0,16,13.0,8.0,31.0,63,8.3,0.493,0.5,35,0.6,96,1.0
900000,2004,Zendon Hamilton,C,28,Philadelphia 76ers,0.0,0.0,146.0,13,8.0,8.0,27.0,74,15.9,0.537,0.0,96,0.698,169,0.0
700000,2004,Vladimir Stepania,C,27,Portland Trail Blazers,0.0,0.0,125.0,23,11.0,15.0,19.0,61,12.2,0.41700000000000004,0.0,36,0.611,108,0.0
600000,2004,Moochie Norris,PG,30,New York Knicks,0.0,0.0,35.0,73,28.0,3.0,34.0,35,14.8,0.408,0.34299999999999997,47,0.7659999999999999,154,0.0
700000,2004,Scottie Pippen,SF,38,Chicago Bulls,0.0,0.0,68.0,50,21.0,9.0,29.0,38,12.4,0.379,0.271,27,0.63,136,0.0
600000,2004,Kevin Willis,C,41,San Antonio Spurs,0.0,0.0,98.0,11,21.0,9.0,32.0,61,14.9,0.467,0.0,39,0.615,164,0.0
600000,2004,Jonathan Bender,SF,23,Indiana Pacers,0.0,0.0,40.0,9,5.0,11.0,33.0,23,15.7,0.47200000000000003,0.409,47,0.83,148,0.0
800000,2004,Scott Williams,C,35,Dallas Mavericks,0.0,0.0,60.0,11,5.0,9.0,10.0,50,9.3,0.435,0.0,14,0.5,81,0.0
900000,2004,Marcus Haislip,PF,23,Milwaukee Bucks,0.0,0.0,53.0,4,6.0,12.0,9.0,25,14.6,0.486,0.5,28,0.7140000000000001,93,0.0
700000,2004,Tremaine Fowlkes,SF,27,Detroit Pistons,1.0,0.0,53.0,14,9.0,3.0,12.0,37,6.5,0.313,0.125,18,0.722,44,1.0
700000,2004,Jamison Brewer,PG,23,Indiana Pacers,0.0,0.0,11.0,17,7.0,0.0,10.0,9,6.6,0.371,0.35700000000000004,6,0.16699999999999998,32,0.0
700000,2004,Torraye Braggs,PF,27,Washington Wizards,0.0,0.0,5.0,1,0.0,0.0,1.0,8,7.7,0.6,0.0,0,0.0,6,0.0
1000000,2004,Shane Heal,PG,33,San Antonio Spurs,0.0,0.0,4.0,5,1.0,0.0,5.0,2,5.3,0.292,0.222,5,0.8,22,0.0
2800000,2005,Latrell Sprewell,SF,34,Minnesota Timberwolves,0.0,0.0,254.0,179,53.0,21.0,127.0,124,12.1,0.414,0.327,188,0.83,1021,0.0
9700000,2005,Reggie Miller,SG,39,Indiana Pacers,0.0,0.0,156.0,146,50.0,5.0,77.0,109,16.6,0.43700000000000006,0.322,268,0.9329999999999999,974,0.0
1500000,2005,Lee Nailon,SF,29,New Orleans Hornets,0.0,0.0,298.0,109,36.0,16.0,110.0,190,14.5,0.478,0.0,165,0.8059999999999999,963,0.0
1400000,2005,Rick Brunson,PG,32,Los Angeles Clippers,0.0,0.0,187.0,410,82.0,7.0,125.0,106,11.6,0.376,0.369,74,0.77,437,0.0
14100000,2005,Bob Sura,PG,31,Houston Rockets,0.0,0.0,337.0,317,65.0,7.0,147.0,168,14.4,0.42700000000000005,0.355,188,0.75,626,0.0
700000,2005,Milt Palacio,PG,26,Toronto Raptors,0.0,0.0,134.0,279,48.0,13.0,104.0,126,12.5,0.446,0.16699999999999998,155,0.742,467,0.0
5000000,2005,Kelvin Cato,C,30,Orlando Magic,0.0,0.0,416.0,40,55.0,82.0,64.0,170,14.9,0.539,0.0,143,0.7829999999999999,432,0.0
700000,2005,Travis Best,PG,32,New Jersey Nets,0.0,0.0,107.0,143,66.0,9.0,67.0,148,11.9,0.42,0.306,122,0.885,514,0.0
1200000,2005,Jerome James,C,29,Seattle Supersonics,0.0,0.0,241.0,19,23.0,111.0,88.0,279,10.0,0.509,0.0,65,0.723,395,0.0
1400000,2005,Robert Traylor,C,27,Cleveland Cavaliers,0.0,0.0,332.0,61,54.0,50.0,73.0,215,12.0,0.444,0.0,102,0.539,409,0.0
900000,2005,Rodney Buford,SF,27,New Jersey Nets,0.0,0.0,189.0,63,40.0,4.0,35.0,101,9.5,0.382,0.315,45,0.8220000000000001,445,0.0
8100000,2005,Fred Hoiberg,SG,32,Minnesota Timberwolves,0.0,0.0,181.0,85,50.0,15.0,20.0,105,16.7,0.489,0.483,102,0.873,437,0.0
2000000,2005,Othella Harrington,PF,31,Chicago Bulls,0.0,0.0,292.0,56,24.0,18.0,84.0,188,14.5,0.512,0.0,177,0.718,561,0.0
1100000,2005,Jerome Williams,SF,31,New York Knicks,0.0,0.0,283.0,41,55.0,10.0,65.0,155,13.2,0.502,0.0,172,0.669,359,0.0
600000,2005,Brian Grant,C,32,Los Angeles Lakers,0.0,0.0,257.0,34,23.0,23.0,43.0,175,10.0,0.493,0.0,79,0.722,263,0.0
800000,2005,Lucious Harris,SG,34,Cleveland Cavaliers,0.0,0.0,121.0,49,27.0,6.0,29.0,68,9.0,0.395,0.32299999999999995,69,0.812,313,0.0
1300000,2005,Aaron McKie,SG,32,Philadelphia 76ers,0.0,0.0,172.0,103,48.0,17.0,31.0,116,8.4,0.43,0.32299999999999995,16,0.625,152,0.0
800000,2005,Danny Fortson,C,28,Seattle Supersonics,0.0,0.0,348.0,8,15.0,7.0,91.0,265,17.0,0.522,0.0,258,0.88,463,0.0
2500000,2005,Casey Jacobsen,SG,23,New Orleans Hornets,0.0,0.0,100.0,76,22.0,7.0,44.0,48,11.7,0.39799999999999996,0.364,130,0.792,335,0.0
3000000,2005,Bryon Russell,SF,34,Denver Nuggets,0.0,0.0,172.0,72,44.0,11.0,35.0,130,11.8,0.377,0.376,77,0.792,307,0.0
1000000,2005,Eddie Gill,PG,26,Indiana Pacers,0.0,0.0,112.0,83,59.0,5.0,60.0,105,9.5,0.335,0.308,81,0.877,269,0.0
13500000,2005,Jim Jackson,SF,34,Phoenix Suns,0.0,0.0,154.0,97,12.0,4.0,59.0,86,11.4,0.435,0.45899999999999996,25,0.96,352,0.0
700000,2005,George Lynch,SF,34,New Orleans Hornets,0.0,0.0,174.0,88,32.0,12.0,57.0,83,7.9,0.36,0.297,23,0.7390000000000001,164,0.0
700000,2005,Lamond Murray,SF,31,Toronto Raptors,0.0,0.0,164.0,47,32.0,16.0,54.0,85,13.7,0.426,0.43799999999999994,80,0.763,371,0.0
1100000,2005,Maurice Taylor,C,28,New York Knicks,0.0,0.0,93.0,14,11.0,8.0,31.0,57,12.1,0.494,0.0,43,0.5579999999999999,176,0.0
700000,2005,Marcus Fizer,PF,26,Milwaukee Bucks,0.0,0.0,175.0,64,25.0,13.0,63.0,96,11.6,0.455,0.0,103,0.68,336,0.0
1400000,2005,Shawn Bradley,C,32,Dallas Mavericks,0.0,0.0,214.0,15,25.0,63.0,33.0,153,11.0,0.452,0.0,63,0.6829999999999999,211,0.0
1300000,2005,Rodney Rogers,PF,33,Philadelphia 76ers,0.0,0.0,104.0,26,22.0,8.0,20.0,69,12.2,0.391,0.303,28,0.7140000000000001,169,0.0
700000,2005,Curtis Borchardt,C,24,Utah Jazz,0.0,0.0,224.0,49,10.0,32.0,52.0,160,9.4,0.43,0.0,71,0.732,200,0.0
1400000,2005,Eric Piatkowski,SG,34,Chicago Bulls,0.0,0.0,79.0,51,29.0,1.0,37.0,67,12.4,0.43,0.425,56,0.804,324,0.0
1000000,2005,Tom Gugliotta,PF,35,Atlanta Hawks,0.0,0.0,148.0,56,32.0,13.0,48.0,81,11.1,0.431,0.308,37,0.784,213,0.0
4900000,2005,Christian Laettner,PF,35,Miami Heat,0.0,0.0,131.0,41,32.0,15.0,29.0,78,16.3,0.5820000000000001,0.14300000000000002,59,0.763,260,0.0
700000,2005,Tony Massenburg,PF,37,San Antonio Spurs,1.0,0.0,163.0,14,18.0,20.0,40.0,122,8.5,0.40700000000000003,0.0,63,0.762,196,1.0
800000,2005,Jabari Smith,PF,27,New Jersey Nets,0.0,0.0,111.0,38,25.0,14.0,39.0,103,8.4,0.419,0.5,55,0.745,166,0.0
800000,2005,Steve Smith,SG,35,Miami Heat,0.0,0.0,16.0,14,2.0,0.0,3.0,8,7.0,0.3,0.2,3,0.667,23,0.0
900000,2005,Mark Madsen,C,29,Minnesota Timberwolves,0.0,0.0,128.0,18,7.0,14.0,24.0,103,6.9,0.515,0.0,40,0.5,88,0.0
900000,2005,Walter McCarty,PF,30,Phoenix Suns,0.0,0.0,61.0,11,10.0,6.0,19.0,59,6.9,0.38799999999999996,0.385,14,0.5,98,0.0
800000,2005,Allan Houston,SG,33,New York Knicks,0.0,0.0,23.0,42,8.0,2.0,21.0,40,12.5,0.415,0.38799999999999996,43,0.8370000000000001,237,0.0
